LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Individual Spayed Female,SHEPHERD MIX,BLACK/BROWN,KEVA,15239,2017,1/12/2017 16:34
Dog Senior Citizen or Disability Male,POMERANIAN MIX,BROWN,ROCKO,15063,2017,12/20/2016 8:54
Dog Individual Neutered Male,POMERANIAN MIX,BROWN,ROCKO,15063,2017,12/20/2016 8:54
Dog Individual Neutered Male,LABRADOR RETRIEVER,BROWN,WALTER,15071,2017,1/5/2017 8:35
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BLACK,RILLIEX,15236,2017,1/5/2017 9:18
Dog Senior Citizen or Disability Spayed Female,SHETLAND SHEEPDOG,MULTI,HOLLY,15046,2017,12/15/2016 10:16
Dog Individual Male,GOLDENDOODLE,BLACK,CLAY,15084,2017,1/5/2017 8:36
Dog Individual Female,SIB HUSKY MIX,FAWN,LUPI,15044,2017,1/13/2017 9:50
Dog Individual Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,LEMMY,15108,2017,12/30/2016 8:30
Dog Individual Male,GOLDENDOODLE,BROWN,DUBLIN,15236,2017,1/19/2017 14:08
Dog Individual Female,SHIBA INU,BLACK/TAN/WHITE,KEIKO MAR,15235,2017,4/11/2017 11:43
Dog Senior Citizen or Disability Female,CHIHUAHUA,WHITE/BROWN,GIZNO DUCK,15202,2017,2/8/2017 8:50
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,SCOOBY,15129,2017,12/12/2016 8:54
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,SCOOBY,15129,2017,12/12/2016 8:54
Dog Individual Neutered Male,TAG,BROWN,CHUNK,15101,2017,1/4/2017 15:57
Dog Individual Spayed Female,TAG,BLACK,ANNIE,15101,2017,1/4/2017 15:57
Dog Individual Female,GER SHEPHERD,BLACK,TRIXIE,15241,2017,1/3/2017 14:04
Dog Individual Male,AM PIT BULL TERRIER,WHITE/TAN,PRINCE,15045,2017,1/26/2017 10:03
Dog Individual Neutered Male,YORKSHIRE TERRIER,BROWN,SAMMY,15065,2017,12/22/2016 8:40
Dog Individual Spayed Female,POMERANIAN,BLACK,CUDA,15037,2017,1/25/2017 16:23
Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,GOLD,"WEBER 'ROSA""",15215,2017,1/24/2017 13:30
Dog Senior Citizen or Disability Neutered Male,COTON DE TULEAR,SPOTTED,EGAN,15143,2017,12/14/2016 12:24
Dog Individual Neutered Male,SHIH TZU,WHITE/BLACK,MAXWELL,15143,2017,5/18/2017 14:26
Dog Individual Neutered Male,SHIH TZU,WHITE/BROWN,CHARLIE,15143,2017,5/18/2017 14:26
Dog Individual Female,GREYHOUND,BLACK,JOCELYN,15225,2017,2/23/2017 16:07
Dog Individual Spayed Female,AM PIT BULL TERRIER,GREY,BELLA,15234,2017,5/8/2017 16:21
Dog Individual Spayed Female,AM PIT BULL TERRIER,BRINDLE,CHEVY,15234,2017,5/8/2017 16:21
Dog Individual Neutered Male,AUS SHEPHERD,BLACK/BROWN,MILO,15220,2017,4/26/2017 15:50
Dog Individual Neutered Male,HOUND MIX,BLACK/TAN,MURPHY,15139,2017,4/11/2017 12:36
Dog Individual Female,PUG,TAN,PEANUT,15234,2017,5/8/2017 16:21
Dog Individual Spayed Female,GER SHEPHERD MIX,WHITE/BLACK/BROWN,ROXY,15088,2017,4/18/2017 15:02
Dog Individual Neutered Male,MIN PINSCHER,BLACK/BROWN,TITUS,15234,2017,5/8/2017 16:21
Dog Individual Neutered Male,COLLIE MIX,BLACK/BROWN,CHARLEY,15205,2017,1/3/2017 14:04
Dog Senior Citizen or Disability Spayed Female,TREE WALK COONHOUND,WHITE/BLACK/BROWN,PIPER,15237,2017,1/31/2017 8:46
Dog Senior Citizen or Disability Neutered Male,SHIH TZU MIX,WHITE/BLACK/BROWN,MR CHARLIE,15202,2017,4/26/2017 10:53
Dog Individual Male,AM PIT BULL TERRIER,BLACK WITH WHITE,HUEY,15147,2017,2/24/2017 15:28
Dog Individual Male,CHINESE SHAR-PEI,BROWN,GOTTI,15025,2017,3/3/2017 10:51
Dog Individual Neutered Male,CHINESE SHAR-PEI,BROWN,BELLA,15025,2017,3/3/2017 14:14
Dog Individual Spayed Female,BICHON FRISE,WHITE/TAN,LOLA,15209,2017,12/8/2016 16:23
Dog Senior Citizen or Disability Spayed Female,BORD COLLIE MIX,WHITE/BLACK,ZOEY,15235,2017,12/15/2016 16:07
Dog Senior Citizen or Disability Male,PAPILLON,SABLE/WHITE,NESSELRODE,15238,2017,1/4/2017 13:13
Dog Senior Citizen or Disability Spayed Female,MIXED,WHITE/TAN,GRACIE,15104,2017,12/14/2016 12:06
Dog Individual Spayed Female,BORD COLLIE,BLACK,CHARLEE,15106,2017,2/23/2017 14:47
Dog Individual Neutered Male,TAG,BUFF,LEO,15147,2017,6/30/2017 14:45
Dog Senior Citizen or Disability Female,COCKER SPANIEL,BROWN,CHER LEE,15071,2017,12/30/2016 8:29
Dog Senior Citizen or Disability Spayed Female,COCKER SPANIEL,BROWN,CHER LEE,15071,2017,12/30/2016 8:29
Dog Individual Neutered Male,TAG,FAWN,KOBI,15235,2017,1/9/2017 16:01
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,ANNIE,15101,2017,4/4/2017 15:42
Dog Individual Neutered Male,AM PIT BULL TERRIER,CHOCOLATE,BRODY,15137,2017,1/4/2017 8:39
Dog Individual Neutered Male,ROTTWEILER MIX,BLACK/BROWN,BRUTUS,15147,2017,12/30/2016 11:42
Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/TAN,CHLOE,15137,2017,1/4/2017 8:39
Dog Individual Male,POMERANIAN MIX,RED,FOXY,15215,2017,12/14/2016 8:40
Dog Individual Neutered Male,POMERANIAN MIX,RED,FOXY,15215,2017,12/14/2016 8:40
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,GEMMA,15071,2017,5/3/2017 9:32
Dog Individual Male,GREAT DANE,MERLE,JAX,15211,2017,12/8/2016 10:10
Dog Individual Neutered Male,LAB MIX,RED,JAZZ DAVIES,15046,2017,4/21/2017 16:14
Dog Individual Male,COLLIE,BLACK/BROWN,LOKI,15241,2017,5/3/2017 16:23
Dog Individual Spayed Female,AUS SHEPHERD,MULTI,LOLA,15239,2017,12/27/2016 15:22
Dog Individual Spayed Female,BEAGLE,WHITE/YELLOW,LOLA,15071,2017,5/3/2017 9:32
Dog Individual Spayed Female,LAB MIX,BLONDE,PENELOPE,15147,2017,12/30/2016 11:42
Dog Individual Neutered Male,TAG,WHITE/BROWN,SHADY,15211,2017,12/8/2016 10:10
Dog Individual Spayed Female,TERRIER MIX,BROWN,SOPHIE,15237,2017,12/16/2016 16:25
Dog Individual Spayed Female,AUS SHEPHERD,BLACK/BROWN,STELLA,15025,2017,12/5/2016 16:12
Dog Individual Female,CHIHUAHUA MIX,BLACK,SHEBBA,15227,2017,6/30/2017 15:04
Dog Individual Female,CHIHUAHUA MIX,BROWN,CHICCA,15227,2017,6/30/2017 15:04
Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,REX,15143,2017,1/30/2017 10:57
Dog Individual Spayed Female,DACHSHUND MIX,BLACK/BROWN,PEANUT,15120,2017,12/29/2016 9:30
Dog Individual Neutered Male,AM PIT BULL TERRIER,WHITE/BROWN,RAMBO,15229,2017,1/3/2017 8:57
Dog Senior Citizen or Disability Female,MIXED,BROWN/TAN,BUCKEYE,15120,2017,1/5/2017 9:17
Dog Individual Spayed Female,ENG COONHOUND,RED,BRANDI,15229,2017,2/16/2017 16:23
Dog Individual Neutered Male,MIXED,CHOCOLATE,BRICK,15214,2017,3/1/2017 14:30
Dog Individual Spayed Female,GOLDENDOODLE,WHITE,MILIS,15090,2017,1/9/2017 16:01
Dog Individual Spayed Female,BOXER,BRINDLE,JOSIE,15234,2017,3/6/2017 8:45
Dog Individual Neutered Male,TERRIER MIX,BROWN,SCRAPPY,15235,2017,2/3/2017 15:52
Dog Individual Spayed Female,POMERANIAN MIX,WHITE/TAN,MAXINE,15120,2017,12/21/2016 12:04
Dog Individual Spayed Female,POMERANIAN MIX,WHITE/TAN,GINGER,15120,2017,12/21/2016 12:04
Dog Individual Spayed Female,POMERANIAN MIX,WHITE/BLACK/BROWN,MOCHA,15120,2017,12/22/2016 16:28
Dog Senior Citizen or Disability Spayed Female,BORDER TERRIER,WHITE/BLACK,TOOTSIE,15068,2017,12/23/2016 13:35
Dog Individual Spayed Female,GOLDENDOODLE,APRICOT,BELLINI FINESTONE,15057,2017,4/26/2017 15:50
Dog Individual Neutered Male,AUS CATTLE DOG,WHITE/BLACK,LENNY,15233,2017,12/19/2016 8:49
Dog Senior Citizen or Disability Neutered Male,BASSET HOUND MIX,BLACK/BROWN,SNICKERS,15234,2017,1/25/2017 10:03
Dog Senior Citizen or Disability Neutered Male,SHIH TZU,WHITE/BLACK,BEEFY,15234,2017,1/25/2017 10:03
Dog Individual Spayed Female,MIXED,FAWN,JO JO,15135,2017,4/21/2017 13:04
Dog Individual Neutered Male,PORTUGESE WATER DOG,BLACK,ONYX,15235,2017,12/9/2016 8:58
Dog Individual Male,GER SHEPHERD MIX,BLACK,BEAR,15122,2017,1/27/2017 9:19
Dog Individual Male,POODLE TOY,OTHER,EINSTEIN,15084,2017,4/4/2017 16:22
Dog Individual Neutered Male,POODLE TOY,OTHER,EINSTEIN,15084,2017,4/4/2017 16:22
Dog Individual Male,HOUND MIX,BLACK/BROWN,HAZARD,15035,2017,1/25/2017 16:03
Dog Individual Neutered Male,GOLDEN RETRIEVER,BLONDE,MAXIMILIAN CHARLES B,15238,2017,5/9/2017 16:32
Dog Senior Citizen or Disability Neutered Male,BICHON FRISE,WHITE,TUCKER,15044,2017,12/9/2016 8:58
Dog Individual Neutered Male,POODLE STANDARD,BRINDLE,BRIAR,15136,2017,12/28/2016 16:14
Dog Individual Female,LABRADOR RETRIEVER,BROWN,AZALEA,15122,2017,3/15/2017 14:54
Dog Individual Male,DACHSHUND,BLACK/BROWN,DEXTER,15223,2017,3/3/2017 16:33
Dog Senior Citizen or Disability Neutered Male,BEAGLE MIX,WHITE/BROWN,DIESEL,15126,2017,12/13/2016 15:24
Dog Individual Spayed Female,POMERANIAN,RED,FOXY,15120,2017,2/8/2017 11:37
Dog Individual Spayed Female,POMERANIAN,RED,FOXY,15120,2017,2/15/2017 9:10
Dog Individual Neutered Male,COCKAPOO,TAN,JAX,15132,2017,2/6/2017 12:09
Dog Individual Male,DACHSHUND MIX,BROWN,PIP,15129,2017,8/3/2017 12:32
Dog Individual Female,SHIBA INU,WHITE/BROWN,MIA,15236,2017,4/20/2017 14:53
Dog Individual Spayed Female,AM BULLDOG,BLACK,MAYA,15243,2017,1/30/2017 10:57
Dog Individual Male,GER SHEPHERD,BLACK/TAN,KANE,15228,2017,1/9/2017 15:26
Dog Senior Citizen or Disability Neutered Male,GER SHEPHERD,BLACK/BROWN,CISCO,15112,2017,12/28/2016 16:31
Dog Senior Citizen or Disability Spayed Female,BOXER,BROWN,RUE,15017,2017,5/4/2017 15:32
Dog Senior Citizen or Disability Spayed Female,COCKAPOO,WHITE/BLACK/BROWN,J'EM LEEA,15122,2017,12/7/2016 13:38
Dog Individual Neutered Male,GER SHEPHERD MIX,BLACK,HUNTER,15102,2017,3/8/2017 15:57
Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA MIX,BROWN,CHESTY PULLER,15145,2017,3/20/2017 8:36
Dog Senior Citizen or Disability Male,CHIHUAHUA MIX,BROWN,CHESTY PULLER,15145,2017,3/20/2017 8:36
Dog Senior Citizen or Disability Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,GERONIMO,15145,2017,3/20/2017 8:36
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,ELLIE,15090,2017,12/12/2016 13:34
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,TAN,DUSTY ROSE,15234,2017,12/9/2016 8:58
Dog Individual Spayed Female,GER SHEPHERD,WHITE/BLACK/BROWN,LACEY,15205,2017,12/7/2016 16:27
Dog Senior Citizen or Disability Spayed Female,LABRADOODLE,WHITE/BLACK,AVA,15108,2017,12/15/2016 16:08
Dog Senior Citizen or Disability Neutered Male,COLLIE MIX,WHITE/BLACK,OSCAR,15031,2017,12/12/2016 9:35
Dog Senior Citizen or Disability Spayed Female,COLLIE MIX,WHITE/BLACK/BROWN,BAYLEE,15031,2017,12/12/2016 9:35
Dog Individual Neutered Male,AM PITT BULL MIX,SPOTTED,ORZO,15205,2017,3/15/2017 14:54
Dog Senior Citizen or Disability Spayed Female,GREYHOUND,BRINDLE,ANGEL,15129,2017,12/27/2016 12:38
Dog Senior Citizen or Disability Neutered Male,GREYHOUND,RED,BOB,15129,2017,12/27/2016 12:38
Dog Senior Citizen or Disability Female,POODLE TOY,APRICOT,ANGEL,15236,2017,5/5/2017 9:11
Dog Individual Male,LABRADOR RETRIEVER,BLACK,ONYX,15229,2017,1/27/2017 10:36
Dog Individual Spayed Female,LAB MIX,WHITE/TAN,JUNO,15229,2017,1/27/2017 10:36
Dog Individual Spayed Female,LAB MIX,WHITE/TAN,BABY,15229,2017,1/27/2017 10:36
Dog Individual Neutered Male,SHIH TZU,SPOTTED,CHANCE,15136,2017,1/17/2017 14:56
Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,BLACK,SOPHIE,15135,2017,12/29/2016 15:15
Dog Individual Neutered Male,SIB HUSKY,WHITE/BLACK,LUKA,15101,2017,3/29/2017 11:10
Dog Individual Neutered Male,POODLE TOY,APRICOT,COPPER,15237,2017,12/13/2016 10:51
Dog Individual Spayed Female,ENG SPRINGER SPANIE,WHITE/TAN,HALEY,15131,2017,3/29/2017 12:07
Dog Individual Spayed Female,MIN PINSCHER,BLACK,PENNY,15241,2017,3/28/2017 15:33
Dog Individual Neutered Male,POMERANIAN,WHITE,MOJO,15116,2017,4/24/2017 15:06
Dog Senior Citizen or Disability Spayed Female,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,LUNA,15143,2017,12/13/2016 10:51
Dog Individual Female,MIN PINSCHER,BROWN,BRANDY,15104,2017,12/14/2016 15:09
Dog Senior Citizen or Disability Neutered Male,AM PIT BULL TERRIER,OTHER,NIKKO,15147,2017,1/10/2017 16:34
Dog Individual Spayed Female,AM PITT BULL MIX,SPOTTED,HARLEY GENE,15025,2017,1/31/2017 10:36
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,BROWN,VINNY,15045,2017,12/14/2016 9:08
Dog Senior Citizen or Disability Spayed Female,MIXED,BROWN,SNICKER,15221,2017,1/13/2017 15:57
Dog Individual Male,SHIH TZU MIX,WHITE/BLACK,GIZMO OREO,15101,2017,1/9/2017 11:07
Dog Individual Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN/GREY,IZZY,15024,2017,4/6/2017 12:18
Dog Individual Spayed Female,LABRADOR RETRIEVER,SILVER,LUNA,15065,2017,1/27/2017 12:25
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,ANNIE,15137,2017,4/21/2017 16:14
Dog Individual Neutered Male,ROTTWEILER,BRINDLE,MAJOR,15144,2017,12/19/2016 15:40
Dog Individual Neutered Male,BEAGLE,TRI-COLOR,SNOOPY,15143,2017,5/3/2017 14:45
Dog Individual Male,MIN PINSCHER,BLACK,LEO,15229,2017,4/25/2017 15:58
Dog Individual Spayed Female,LAB MIX,WHITE,MILIA,15229,2017,4/25/2017 15:58
Dog Individual Neutered Male,MIXED,BLACK,BUDDY,15243,2017,12/14/2016 16:17
Dog Individual Spayed Female,MIXED,WHITE,ZOEY,15090,2017,2/10/2017 15:41
Dog Individual Male,SHIBA INU,RED/BROWN,KO-TAH,15235,2017,1/11/2017 11:05
Dog Individual Male,GOLDENDOODLE,WHITE,SIMON,15044,2017,11/30/2016 12:54
Dog Individual Neutered Male,MIXED,BROWN,LOUIE,15090,2017,4/26/2017 9:42
Dog Individual Spayed Female,CAV KING CHAR SPANI,TRI-COLOR,REBA,15237,2017,2/22/2017 9:14
Dog Individual Spayed Female,BOXER MIX,WHITE/BROWN,AUTUMN,15209,2017,5/11/2017 9:06
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,BEIGE,BIG BOY,15221,2017,5/4/2017 15:37
Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERRIER,BEIGE,BEAU,15221,2017,5/4/2017 15:37
Dog Individual Male,AM PIT BULL TERRIER,TAN,RILEY BAKER,15132,2017,
Dog Individual Male,AM PIT BULL TERRIER,TAN,RILEY BAKER,15132,2017,4/17/2017 16:17
Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,NENA JADE,15205,2017,12/8/2016 16:23
Dog Individual Neutered Male,LABRADOODLE,YELLOW,TEDDY,15236,2017,12/8/2016 16:23
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,MILLIE,15108,2017,4/28/2017 15:11
Dog Senior Citizen or Disability Neutered Male,COLLIE MIX,WHITE/BLACK,LOKI,15102,2017,1/3/2017 13:12
Dog Individual Male,CHIHUAHUA MIX,BLACK,KIRBY,15024,2017,12/8/2016 16:23
Dog Individual Neutered Male,CHIHUAHUA MIX,BLACK,KIRBY,15024,2017,12/8/2016 16:23
Dog Senior Citizen or Disability Neutered Male,LAB MIX,WHITE/BLACK,COLETRANE,15044,2017,4/20/2017 14:53
Dog Senior Citizen or Disability Spayed Female,BEAGLE MIX,WHITE/BROWN,SANDY,15044,2017,4/20/2017 14:53
Dog Individual Spayed Female,BOXER,BRINDLE,ROSE,15229,2017,2/9/2017 12:54
Dog Individual Spayed Female,BOXER,BRINDLE,ROSE,15229,2017,2/9/2017 12:54
Dog Individual Spayed Female,BOXER,BROWN,BELLA,15229,2017,2/9/2017 12:54
Dog Individual Spayed Female,BOXER,BROWN,BELLA,15229,2017,2/9/2017 12:54
Dog Individual Female,AM PIT BULL TERRIER,WHITE/FAWN,PUPPER,15120,2017,3/6/2017 10:09
Dog Individual Female,AM STAFF TERRIER,BLACK WITH WHITE,SHILO,15020,2017,3/28/2017 15:18
Dog Individual Male,BOXER,BRINDLE,HERCULES,15108,2017,11/8/2017 15:06
Dog Individual Spayed Female,DACHSHUND,WHITE/BLACK/BROWN,MIA,15212,2017,12/28/2016 8:42
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,GIGI,15146,2017,1/13/2017 8:45
Dog Senior Citizen or Disability Neutered Male,BOXER MIX,BROWN,DOUG,15045,2017,6/29/2017 12:50
Dog Individual Spayed Female,AM PITT BULL MIX,BLACK,LUNA,15101,2017,5/17/2017 16:07
Dog Individual Neutered Male,AM PIT BULL TERRIER,BROWN,RED,15065,2017,4/3/2017 15:20
Dog Senior Citizen or Disability Spayed Female,SCHNAUZER MIN,BLACK/SILVER,ABBY,15025,2017,12/7/2016 12:10
Dog Individual Neutered Male,MIXED,BLACK,COOPER,15236,2017,12/19/2016 15:28
Dog Individual Spayed Female,GOLDEN RETRIEVER,BLONDE,LOLA,15237,2017,12/6/2016 16:08
Dog Individual Spayed Female,WHIPPET,WHITE/BLACK,MYNEE,15112,2017,1/12/2017 14:15
Dog Individual Neutered Male,GER SHEPHERD,WHITE,BRUCE,15214,2017,12/16/2016 8:40
Dog Individual Male,MIXED,WHITE/BLACK/BROWN,REMINGTON,15132,2017,2/28/2017 16:01
Dog Individual Spayed Female,TERRIER MIX,BROWN,NOVA,15101,2017,12/14/2016 15:09
Dog Individual Neutered Male,LAB MIX,BLACK,ZEPPELIN,15024,2017,3/9/2017 15:02
Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK,XENA,15024,2017,3/9/2017 15:02
Dog Individual Spayed Female,AM PITT BULL MIX,YELLOW,PEANUT BUTTER,15031,2017,1/4/2017 8:39
Dog Senior Citizen or Disability Neutered Male,CHIHUAHUA,TAN,HULK,15120,2017,5/18/2017 15:02
Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,CALVIN,15147,2017,2/27/2017 16:26
Dog Senior Citizen or Disability Neutered Male,LABRADOR RETRIEVER,YELLOW,CALVIN,15147,2017,2/27/2017 16:26
Dog Individual Spayed Female,TERRIER MIX,BLACK/BROWN,DAISEY,15065,2017,5/25/2017 14:48
Dog Individual Female,NEAPOLITAN MASTIFF,FAWN,PENELOPE,15145,2017,2/7/2017 12:16
Dog Individual License Duplicate,NEAPOLITAN MASTIFF,FAWN,PENELOPE,15145,2017,2/7/2017 12:16
Dog Individual Spayed Female,GER SHEPHERD,BLACK/BROWN,LUCCA,15642,2017,12/7/2016 16:19
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,ANNIE,15057,2017,5/1/2017 16:22
Dog Senior Citizen or Disability Spayed Female,YORKSHIRE TERRIER,TAN,ISOBEL,15239,2017,7/7/2017 14:47
Dog Senior Citizen or Disability Neutered Male,SHETLAND SHEEPDOG,WHITE/BROWN,DAKOTA,15220,2017,1/18/2017 10:20
Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BUDDY THE BEAGLE OF,15227,2017,12/8/2016 15:50
Dog Individual Neutered Male,TERRIER MIX,WHITE/TAN,HAPPY,15071,2017,3/8/2017 15:53
Dog Individual Neutered Male,GER SHEPHERD,SABLE,ISAAC,15084,2017,12/15/2016 12:28
Dog Individual Spayed Female,DACHSHUND,MULTI,LILLY,15018,2017,1/26/2017 10:03
Dog Senior Citizen or Disability Spayed Female,COCKAPOO,BROWN,MILA,15065,2017,5/10/2017 13:17
Dog Individual Neutered Male,BICHON FRISE,WHITE,SPARKY,15071,2017,3/8/2017 15:53
Dog Individual Spayed Female,JACK RUSSEL TERRIER,WHITE/BLACK/BROWN,BELLA,15205,2017,1/23/2017 13:32
Dog Individual Spayed Female,TAG,WHITE/BROWN,CLOEY,15236,2017,6/15/2017 13:54
Dog Individual Neutered Male,POODLE MIN,CHOCOLATE,SEBASTIAN,15017,2017,1/6/2017 14:43
Dog Individual Male,BEAGLE,WHITE/BLACK/BROWN,AUGIE,16046,2017,1/5/2017 16:35
Dog Individual Male,BEAGLE,WHITE/BLACK/BROWN,AUGIE,16046,2017,1/5/2017 16:35
Dog Individual Male,YORKSHIRE TERRIER,BLACK/BROWN,BABY OLAF,15216,2017,1/10/2017 16:34
Dog Individual Spayed Female,TAG,WHITE/BROWN,BETSY,15143,2017,2/1/2017 11:11
Dog Individual Spayed Female,BRITTANY SPANIEL,WHITE/BROWN,BRIDGET,15228,2017,4/26/2017 14:43
Dog Individual Neutered Male,AM PITT BULL MIX,WHITE/TAN,CHARLIE,15122,2017,12/21/2016 8:44
Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,ZOEY,15227,2017,1/18/2017 15:11
Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,CHLOE,15136,2017,12/13/2016 8:34
Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,PACKER,15228,2017,2/2/2017 9:43
Dog Individual Spayed Female,SHIH TZU,WHITE,THUMPER,15146,2017,1/9/2017 9:11
Dog Senior Citizen or Disability Male,MIXED,WHITE/BLACK,TITUS,15214,2017,1/4/2017 13:52
Dog Senior Citizen or Disability Female,MIXED,WHITE/BROWN,GINGER,15214,2017,1/4/2017 13:52
Dog Senior Citizen or Disability Female,MIXED,WHITE/BLACK/BROWN,RUBY,15214,2017,1/4/2017 13:52
Dog Senior Citizen or Disability Spayed Female,DACHSHUND,RED,EUREKA,15235,2017,5/3/2017 11:02
Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,BAYLEE,15106,2017,3/8/2017 14:09
Dog Individual Spayed Female,LABRADOR RETRIEVER,BLACK,BELLA,15106,2017,3/8/2017 14:09
Dog Individual Spayed Female,GREAT PYRENEES,WHITE,JAIMIE,15101,2017,1/6/2017 15:30
Dog Individual Neutered Male,POODLE MIX,WHITE,BRODEE,15243,2017,2/6/2017 13:48
Dog Individual Spayed Female,CHINESE SHAR-PEI,WHITE,HARLEY,15209,2017,4/27/2017 9:07
Dog Senior Citizen or Disability Spayed Female,GOLDENDOODLE,BLONDE,BELLA,15147,2017,1/6/2017 15:18
Dog Senior Citizen or Disability Spayed Female,ORI PEI,TAN,DREA,15017,2017,5/8/2017 9:02
Dog Individual Spayed Female,DACHSHUND,BROWN,MAGGIE,15237,2017,12/19/2016 15:13
Dog Individual Neutered Male,AM PIT BULL TERRIER,BRINDLE,DEXTER,15104,2017,2/17/2017 14:49
Dog Individual Neutered Male,GER SHEPHERD MIX,BROWN/TAN,MAVERICK,15108,2017,3/7/2017 8:41
Dog Individual Neutered Male,AM PITT BULL MIX,BRINDLE,MAX,15221,2017,12/13/2016 8:47
Dog Individual Spayed Female,BOXER MIX,BRINDLE,MILEY,15108,2017,3/7/2017 8:41
Dog Individual Male,BERGAMASCO,BLACK,RAMSEY,15216,2017,12/7/2016 8:49
Dog Individual Spayed Female,BEAGLE,WHITE/BLACK/BROWN,RUBY,15071,2017,12/28/2016 16:31
Dog Individual Spayed Female,MORKIE,FAWN,SNAP,15239,2017,5/15/2017 12:05
Dog Individual Neutered Male,BOXER,FAWN,TOWNES,15132,2017,2/17/2017 9:04
Dog Individual Spayed Female,MORKIE,FAWN,ZIP,15239,2017,5/15/2017 12:05
Dog Individual Neutered Male,CHIHUAHUA MIX,BROWN,VITO,15236,2017,12/22/2016 15:36
Dog Individual Spayed Female,IRISH WOLFHOUND,SILVER,ROUX,15218,2017,3/14/2017 15:02
Dog Individual Male,GREAT DANE,BLUE,TUT,15227,2017,12/16/2016 8:41
Dog Individual Female,MIXED,TAN,CASSIE,15218,2017,12/9/2016 10:27
Dog Individual Spayed Female,SHIH TZU,BROWN,MOCHA,15108,2017,12/6/2016 16:07
Dog Individual Spayed Female,TAG,BLACK,ASIA,15044,2017,4/3/2017 15:20
Dog Individual Spayed Female,LAB MIX,BLACK,LUCY,15146,2017,5/11/2017 11:48
Dog Individual Male,MIXED,BLACK/BROWN,NEIL,15237,2017,1/25/2017 10:03
Dog Individual Spayed Female,DOBERMAN PINSCHER,BLACK,KUBA,15137,2017,1/5/2017 8:24
Dog Individual Spayed Female,MORKIE,BLACK/BROWN,CHLOE,15116,2017,5/2/2017 9:27
Dog Individual Spayed Female,MIN PINSCHER,BLACK/BROWN,PHOEBE,15116,2017,5/2/2017 9:27
Dog Individual Spayed Female,CHIHUAHUA,BROWN,HONEY,15116,2017,5/2/2017 9:27
Dog Individual Neutered Male,PUG,BROWN,SIDNEY,15136,2017,12/29/2016 12:21
Dog Individual Neutered Male,LAB MIX,BLACK,RICKY,15090,2017,12/15/2016 9:58
Dog Individual Female,AM PIT BULL TERRIER,WHITE,KIA,15132,2017,2/13/2017 11:09
Dog Individual Female,AM PIT BULL TERRIER,WHITE/GREY,MAMA,15132,2017,2/13/2017 11:11
Dog Individual Spayed Female,MIXED,SPOTTED,DIXIE,15234,2017,4/27/2017 12:56
Dog Individual Spayed Female,MIXED,TAN,ZOEY,15234,2017,4/20/2017 16:20
Dog Individual Female,AM PIT BULL TERRIER,WHITE/BLACK,SASHA GIRL,15132,2017,4/24/2017 15:06
Dog Individual Spayed Female,LAB MIX,WHITE/BLACK,HARLEY,15237,2017,3/30/2017 15:04
Dog Senior Citizen or Disability Spayed Female,BORD COLLIE MIX,TRI-COLOR,HATTIE,15143,2017,12/7/2016 16:19
Dog Individual Neutered Male,BEAGLE MIX,WHITE/TAN,BENNY,15235,2017,1/13/2017 12:48
Dog Individual Neutered Male,AM PITT BULL MIX,BLACK,BRIGGS,15014,2017,12/12/2016 16:17
Dog Senior Citizen or Disability Male,YORKSHIRE TERR MIX,BLACK,ELVIS,15037,2017,8/2/2017 13:26
